line	method	op_start	op_end	vtt_start	text
271	cover	14:57.15	14:59.11	15:59.17	ああ あんたたちは？
272	cover	14:59.89	15:02.14	16:01.84	俺たちは この町の住民だ
273	cover	15:02.27	15:04.55	16:04.21	海賊たちの\N仲間割れでも起きたのか？
274	cover	15:05.55	15:07.47	16:06.76	何か知ってたら教えてくれ
275	cover	15:08.51	15:11.76	16:08.76	何だ 町の人か\Nまだ仲間がいたのかと思った
276	cover	15:11.79	15:13.18	16:13.22	おおっ 町長
277	cover	15:13.21	15:14.80	16:14.39	なんてことだ\Nしっかりしてください
278	cover	15:14.83	15:15.66	16:16.06	おい 町長
279	-	-	-	16:16.81	ハッ 気絶してるわ
280	cover	15:15.69	15:18.04	16:17.81	海賊たちの仕業に違いない
281	cover	15:18.07	15:19.81	16:19.35	なんてひどいことするんだ
282	cover	15:19.89	15:23.03	16:21.19	ごめん そのおっさん\N俺がぶっ飛ばした
283	cover	15:23.11	15:24.24	16:24.48	何？
284	cover	15:24.89	15:27.08	16:25.94	ちょっと そんなこと\Nわざわざ言わなくても
285	cover	15:27.11	15:27.70	16:28.32	見てたろ？
286	cover	15:27.73	15:30.39	16:29.15	見てたけど\Nそれにはちゃんとした理由…
287	-	-	-	16:32.16	ああっ…
288	cover	15:32.09	15:36.54	16:33.58	お前ら うちの町長をこんな目に\N遭わせるとはどういうことだ
289	cover	15:36.57	15:37.94	16:37.87	言い訳は聞かんぞ
290	cover	15:37.97	15:41.07	16:39.37	何者だ？ まさか海賊の仲間か
291	cover	15:41.95	15:43.22	16:43.04	ものすごい殺気
292	cover	15:43.25	15:46.29	16:44.71	うっかり 泥棒だの\N海賊だのと言っちゃったら…
293	cover	15:46.35	15:47.55	16:47.80	海賊だ
294	cover	15:51.23	15:52.46	16:52.47	やっぱりそうか
295	-	-	-	16:53.93	ハハハハッ…
296	interp	15:54.18	15:55.60	16:55.35	バカッ\Nホントだろ？
297	cover	15:55.63	15:59.07	16:56.89	海賊 よくも俺たちの町を\N荒らしてくれたな
298	cover	15:59.15	16:01.19	17:00.31	子供とはいっても\N容赦はしないぞ
299	cover	16:02.27	16:05.73	17:03.52	どうすんだ？\N何 言っても聞かねえぞ こりゃ
300	interp1	16:06.12	16:07.33	17:07.11	ニヒッ\Nああっ…
301	cover	16:07.46	16:08.99	17:08.44	逃げろーっ
302	interp1	16:09.02	16:10.19	17:10.19	追えーっ
303	cover	16:11.23	16:12.41	17:12.41	ぜってえ逃がさん
304	cover	16:12.49	16:15.62	17:13.70	我々の大事な町長を\Nよくもあんな目に
305	cover	16:20.87	16:23.28	17:21.54	もう なんであんたは\N話をややこしくするのよ
306	cover	16:23.31	16:24.48	17:24.88	いい町だな\Nえっ？
307	cover	16:24.51	16:29.21	17:26.67	町長のおっさん１人のために\Nみんながあんなに怒ってる
308	cover	16:33.67	16:37.47	17:34.93	どんな言い訳しても\Nきっとあいつら怒るぜ
309	cover	16:37.83	16:39.21	17:39.02	おい 曲がるぞ
310	cover	16:39.69	16:42.19	17:40.56	うわっ ちょっ ちょっと\N急に言うな
311	cover	16:42.29	16:43.67	17:43.19	路地に逃げたぞ
312	-	-	-	17:44.86	うん？\Nえ？
313	cover	16:48.57	16:50.20	17:49.23	あ… シュシュ
314	cover+snap	16:50.41	16:51.61	17:51.19	犬！
315	cover	16:55.95	16:57.92	17:57.12	おい どけ シュシュ おい
316	cover	16:57.95	17:00.28	17:59.79	あいつら悪い海賊なんだぞ
317	cover	17:00.31	17:01.81	18:01.70	ほえる相手が違う
318	cover	17:04.09	17:05.32	18:05.42	どうして邪魔をするんだ
319	cover	17:05.35	17:07.19	18:06.75	シュシュ そこを通せ
320	-	-	-	18:11.80	シュシュ…
321	-	-	-	18:15.05	ヒヒッ
322	-	-	-	18:21.81	じゃあな 犬！
323	cover	17:20.83	17:21.46	18:34.07	ああっ 怖かった
324	cover	17:21.49	17:23.72	18:35.57	シュシュのおかげで\N何とか逃げ切れたわ
325	cover	17:23.75	17:26.44	18:37.83	なんで私たちが こんな目に\N遭わなきゃなんないの？
326	cover	17:26.47	17:29.80	18:40.29	いいだろ 別に\N俺たちの用は済んだんだから
