line	method	op_start	op_end	vtt_start	text
493	cover	26:12.47	26:14.31	10:21.83	冗談じゃねえ
494	cover	26:14.77	26:16.32	10:24.37	これくらいの傷で―
495	cover	26:16.35	26:18.93	10:26.12	てめえごときに\N負けたとあっちゃ
496	cover	26:19.43	26:22.23	10:29.21	俺の この先が\N思いやられるぜ
497	cover	26:23.81	26:25.47	10:33.42	てめえ…
498	interp	26:25.50	26:27.36	10:35.47	いけーっ ゾロ！
499	-	-	-	10:37.39	ハッ
500	cover	26:29.17	26:31.00	10:39.01	付き合ってらんないわ\Nうん？
501	cover	26:31.03	26:35.26	10:40.97	海賊なんて 勝手に戦って\N傷つけ合えばいいのよ
502	cover	26:35.29	26:39.91	10:45.27	あんたたちが勝とうが負けようが\N私には関係ないからね
503	cover	26:40.63	26:44.59	10:50.19	私は今のうちに\Nお宝を頂いてさよならするわ
504	-	-	-	10:53.94	へっ？
505	cover	26:46.23	26:48.77	10:55.70	縁があったら\Nまた手を組みましょう
506	cover	26:48.97	26:51.11	10:58.57	じゃあね 健闘を祈るわ
507	cover	26:51.71	26:53.44	11:00.78	ああ ありがとう
508	cover	26:53.47	26:56.47	11:03.00	俺の最高の曲技を味わうがいい
509	-	-	-	11:08.38	うん？
510	cover	26:59.91	27:02.87	11:09.88	曲芸 カミカゼ百コマ劇場！
511	-	-	-	11:16.38	普通じゃないわ\Nルフィも あのゾロってやつも
512	-	-	-	11:20.80	あんなやつらと関わってたら\Nろくなことない
513	-	-	-	11:24.89	ヒヒヒヒッ
514	-	-	-	11:34.53	ここだわ
515	-	-	-	11:37.40	今のうちに\N宝と海図を奪って逃げるのよ
516	cover	27:08.53	27:11.70	11:45.45	曲技 山登ろー！
517	-	-	-	11:48.79	はあ？
518	cover	27:13.21	27:16.13	11:49.96	曲技 納涼打ち上げ花火！
519	-	-	-	11:53.09	うわーっ 高え…
520	cover	27:18.25	27:20.34	11:55.13	一輪挿し
521	cover	27:21.17	27:22.46	11:58.26	地をはう…
522	cover	27:22.49	27:24.20	11:59.63	バラバラ砲！
523	cover	27:27.03	27:30.66	12:04.06	カバジ 俺が押さえる\Nゾロをしとめろ
524	cover	27:30.69	27:31.69	12:07.85	御意！
525	cover	27:31.89	27:34.22	12:10.44	てめえら
526	-	-	-	12:14.73	あいたーっ
527	-	-	-	12:17.15	チッ
528	cover+snap	27:41.75	27:42.46	12:18.65	ルフィ
529	-	-	-	12:19.57	ぐぎぎ… てめえ
530	cover	27:45.99	27:50.04	12:22.87	ゾロの野望に… 手え出すな
531	-	-	-	12:52.02	うわあっ\Nすごーい こんなに…
532	-	-	-	12:57.44	ぜーんぶ 私の物！
533	-	-	-	13:00.86	フーン アハッ… ハッ
534	-	-	-	13:04.03	俺たちのお宝を\Nどうしようってんだよ
535	-	-	-	13:08.45	しまった…\N目を覚ましちゃったわ
536	-	-	-	13:13.08	バギー船長の命令でな
537	-	-	-	13:15.25	ここに近づく者は\N誰であろうが… あれ？
538	-	-	-	13:18.00	んっ もうないのか ああ… 酒
539	-	-	-	13:21.67	フッ
540	-	-	-	13:22.63	ああっ 苦しい…
541	-	-	-	13:24.60	ハッ 何だ どうした？
542	-	-	-	13:26.64	急に 胸が痛みだして… ああっ
543	-	-	-	13:29.18	何っ 胸が？
544	-	-	-	13:32.23	ホッ ホホホーホッ
545	-	-	-	13:33.73	フンッ
546	-	-	-	13:36.69	うわはっ…
547	-	-	-	13:41.36	フフーンだ… あん？
548	-	-	-	13:51.33	あったあ
549	-	-	-	13:54.67	グランドラインの海図！
550	-	-	-	13:56.42	ぐっぬぬぬ…
551	cover	27:54.05	27:58.40	14:02.63	フフッ 船長の手を借りずとも\N貴様ぐらい倒せるわ
552	cover	27:58.43	28:01.31	14:07.97	もういい 疲れた
553	cover+snap	28:02.63	28:05.88	14:12.27	ハッハハハ\Nさすがに勝負を諦めたな
554	cover	28:06.99	28:11.20	14:16.73	むしろ その深手で\Nよく今まで戦ってこられたと…
555	cover	28:12.37	28:18.17	14:22.57	お前の… くだらねえ曲技に\N付き合うのが疲れたって言ったんだ
556	-	-	-	14:27.95	うん？
557	cover	28:19.85	28:21.99	14:29.66	ならば とどめを刺してやる
558	cover	28:22.53	28:26.72	14:32.16	俺の… 本物の剣技でな
559	-	-	-	14:36.04	あっ…
560	-	-	-	14:36.88	ニヒーッ
561	interp1	28:28.51	28:29.60	14:38.50	死ねーっ
562	interp1	28:31.97	28:33.93	14:41.96	鬼… 斬り
563	-	-	-	14:44.09	んんっ？
564	cover	28:38.69	28:40.22	14:48.68	カバちゃん？
565	cover	28:42.15	28:44.44	14:52.27	我らバギー一味が―
566	cover	28:44.95	28:47.39	14:54.77	コソ泥ごときに…
567	cover	28:50.85	28:52.77	15:00.82	コソ泥じゃねえ…
568	cover	28:56.57	28:58.20	15:06.20	海賊だ
569	cover	29:00.01	29:02.45	15:09.83	ルフィ 俺はもう寝るぞ
570	cover	29:03.59	29:06.43	15:12.24	ああ あとは俺がやる
571	-	-	-	15:15.21	ぐぬぬぬ…
572	-	-	-	15:21.00	フウ さすが悪名高い\Nバギー一味の財宝
573	-	-	-	15:25.63	運ぶのも 一苦労だわ
574	-	-	-	15:27.88	でも これだけあれば…
575	-	-	-	15:36.64	とにかく 一刻も早く\Nこの島を出なくちゃ
576	cover	29:10.35	29:13.02	15:51.83	てめえらが海賊だと？
577	cover	29:13.69	29:16.86	15:54.62	ああ 俺たち\Nグランドラインに行くんだ
578	cover	29:17.09	29:19.38	15:57.96	ケッ あそこは\N名もない おめえらが―
579	cover	29:19.41	29:22.72	16:00.50	やすやすと入れる\N甘えた航路じゃねえぞ バーカが
580	cover	29:22.75	29:26.67	16:04.38	てめえらなんぞが\Nグランドラインに入って何をする？
581	interp1	29:26.71	29:30.17	16:08.17	観光旅行でもするつもりか？\Nアハーハハハッ
582	cover	29:33.51	29:34.74	16:14.97	海賊王になる
583	-	-	-	16:16.56	首 かっくーん
584	cover	29:34.77	29:38.47	16:17.81	ふざけんな 派手アホが
585	cover	29:38.69	29:42.28	16:20.10	てめえが海賊王だと？\Nならば俺は神か？
586	cover	29:42.43	29:46.30	16:23.82	海賊王になって\N世界の宝を手にするのはこの俺様だ
587	cover	29:46.33	29:47.82	16:27.86	夢 見てんじゃねえやい
588	cover	29:47.85	29:50.17	16:29.99	お前 やかましい
589	cover	29:50.79	29:52.89	16:32.20	いいから かかってこいよ
590	cover	29:55.09	29:57.78	16:36.70	てめえの その麦わらを\N見ていると―
591	cover	29:57.81	30:02.31	16:38.96	あの男を思い出して\Nムシャクシャしてくるぜ
592	cover	30:02.41	30:04.06	16:43.88	クソ生意気な…
593	cover	30:04.09	30:06.79	16:45.92	あの赤髪の男をよ
594	cover	30:08.05	30:08.91	16:49.34	“赤髪”？
595	cover	30:09.41	30:13.31	16:50.68	赤髪って… シャンクスのこと\N知ってんのか？ お前
596	cover+snap	30:13.34	30:16.38	16:54.72	うん？ 何だい\N知ってるがどうした？
597	cover	30:16.41	30:17.84	16:57.89	今 どこにいる？
598	cover	30:17.87	30:20.76	16:59.23	さあな 知ってるといや\N知ってるが―
599	cover	30:20.87	30:23.47	17:02.27	知らんといや 全く知らん
600	cover	30:24.51	30:26.78	17:05.77	何 言ってんだ\Nお前 バカか？
601	cover	30:26.81	30:28.67	17:08.19	そら褒めすぎだぜ
602	cover	30:29.13	30:32.46	17:10.57	てめえが知りてえもんを\Nわざわざ教えてやるほど―
603	cover	30:32.49	30:34.80	17:14.03	俺はいい人じゃねえぞ
604	cover	30:35.11	30:37.24	17:16.37	ほんじゃあ\N力ずくで聞いてやる
605	interp1	30:37.27	30:41.90	17:18.66	ウハハハーッ\N聞かれる前に殺してやるさ
606	cover	30:42.61	30:45.20	17:24.00	ゴムでも刃物は跳ね返せまい
607	cover+snap	30:45.58	30:46.63	17:27.05	うん 無理
608	-	-	-	17:31.01	ハッ
609	cover	30:50.35	30:53.31	17:31.92	バラバラの… せんべい
610	cover	30:55.53	31:00.03	17:37.06	空中じゃあ\N動きが取れんだろ？
611	-	-	-	17:41.68	テヤッ
612	cover	31:00.83	31:02.83	17:42.52	取れるさ エーイッ
613	cover+snap	31:06.58	31:09.63	17:48.15	ほ～う そうきたか 面白え
614	cover	31:10.59	31:13.29	17:52.07	お前もな ゴムゴムの…
615	-	-	-	17:54.66	ピストル！
616	cover	31:15.81	31:17.60	17:57.20	面白え能力だが…
617	cover	31:17.63	31:19.59	17:59.16	隙だらけだな
618	cover	31:20.81	31:22.44	18:02.04	刻んでやるーっ
619	cover	31:22.47	31:23.39	18:04.00	ゴムゴムの…
620	interp	31:23.58	31:25.25	18:04.88	バラバラ緊急脱出！
621	interp	31:25.39	31:26.98	18:06.88	鎌！
622	-	-	-	18:11.42	ハハハハッ…\N甘いわ ゴムゴム
623	-	-	-	18:20.31	ふんっ
624	interp1	31:38.31	31:41.57	18:21.77	クソーッ\Nバラバラ分解しやがって
625	-	-	-	18:25.14	ウフッ ウフッ ウフッ ウフッ
626	cover	31:44.11	31:48.82	18:27.56	な… なんて戦いなの\N夢でも見てるみたい
627	cover	31:49.43	31:51.38	18:32.86	おい 見たか？ 今の
628	cover	31:51.41	31:54.22	18:35.53	バカ野郎 気絶したフリしてろ
629	cover	31:54.25	31:59.16	18:38.53	あんなのに巻き込まれたら\N命がいくつあっても足りねえぞ
630	cover	31:59.19	32:01.03	18:43.41	バラバラ砲！
631	interp1	32:02.83	32:03.54	18:46.92	ふんぬっ
632	cover	32:03.87	32:05.61	18:47.96	切り離し
633	-	-	-	18:51.80	ダーハハハハッ\Nどうだ 思い知ったか小僧
634	-	-	-	18:56.47	うん？
635	cover	32:20.99	32:22.24	19:05.23	この野郎！
636	cover	32:22.27	32:26.19	19:06.48	何だ？\N顔は傷つけちゃマズかったかな？
637	cover	32:27.93	32:28.97	19:11.69	よくも…
638	cover	32:29.01	32:32.43	19:12.90	よくも この帽子に\N傷を付けやがったな
639	-	-	-	19:16.95	はい？
640	cover	32:34.57	32:36.28	19:18.24	これは俺の宝だ
641	cover	32:36.31	32:39.75	19:20.16	この帽子を傷つけるやつは\N絶対 許さねえ
642	cover	32:41.83	32:45.22	19:25.25	ああ 俺 誓ったんだ\Nこの麦わら帽 くれた人に
643	cover	32:45.25	32:47.74	19:29.38	仲間を集めて海賊になるって
644	cover	32:47.77	32:51.43	19:32.50	何にも動じないやつだと\N思ってたけど…
645	cover	32:53.03	32:56.95	19:37.01	あいつが\Nこんなに取り乱すなんて…
646	-	-	-	19:41.35	ぐっ…
647	cover	33:00.23	33:03.77	19:44.02	どうやら\Nいわくのある帽子のようだな
648	cover	33:03.99	33:04.70	19:47.73	そうだ
649	interp1	33:04.73	33:07.77	19:48.64	ふーん\Nそんなに大事な帽子なのね
650	interp1	33:10.15	33:11.57	19:54.07	ふっ なはっ
651	cover	33:13.61	33:16.62	19:57.53	大事なら… ちゃんと守れ
652	-	-	-	20:01.24	ハッ
653	-	-	-	20:02.91	ああっ
654	-	-	-	20:07.33	ハッ…
655	interp1	33:21.83	33:23.79	20:20.05	シャンクス うう…
656	interp1	33:26.12	33:28.96	20:24.35	腕が…
657	-	-	-	20:29.27	うっ あっ…
658	cover	33:33.09	33:35.05	20:31.31	この帽子をお前に預ける
659	cover	33:35.67	33:39.42	20:33.82	俺の大切な帽子だ\N大事にしろよ
660	-	-	-	20:37.69	うっ うう…
661	cover	33:46.49	33:49.66	20:44.66	いつか… きっと返しに来い
662	cover	33:51.69	33:53.77	20:49.96	立派な海賊になってな
663	cover	33:55.15	33:57.82	20:53.38	約束だぞ ルフィ
664	-	-	-	21:02.51	グハッ…
665	-	-	-	21:05.81	こんなボロ帽子のどこが宝だ
666	-	-	-	21:08.72	ヒャハハハハッ…
667	interp1	34:00.14	34:04.23	21:11.02	宝ってのはよお\N金銀財宝 キラキラ光り輝き―
668	interp1	34:04.65	34:07.52	21:15.52	持ち主の\N威厳を示すものを言うんだ
669	cover	34:07.69	34:11.36	21:18.57	こんな小汚い\N麦わら帽子が宝だと？
670	interp1	34:12.20	34:15.78	21:22.36	ざれ言 抜かすな\Nヌハハハハッ…
671	cover	34:15.91	34:18.48	21:26.08	それは シャンクスとの\N誓いの帽子だ
672	cover	34:18.51	34:19.08	21:29.62	何？
673	cover	34:19.11	34:22.77	21:30.83	…ってことは\Nこれはシャンクスの帽子かよ
674	cover	34:23.45	34:25.56	21:34.38	どおりで見覚えがあるわけだ
675	cover	34:25.59	34:28.80	21:36.84	あいつ いつも\N俺の隣でこれを…
676	cover	34:28.83	34:32.71	21:40.09	え？ お前 シャンクスと\N同じ船に乗ってたのか？
677	cover	34:33.47	34:36.50	21:43.55	ああ 海賊見習い時代にな
678	cover	34:36.53	34:38.20	21:47.10	まあ 同志ってところだ
679	cover	34:38.35	34:41.67	21:49.35	クソいまいましい\N赤髪野郎が
680	-	-	-	21:52.81	うぐっ
681	cover	34:43.77	34:46.18	21:54.77	シャンクスは偉大な男だ
682	cover	34:46.21	34:47.95	21:57.40	お前と同志だと？
683	cover	34:48.33	34:51.12	21:59.15	一緒にすんなあーっ
684	cover	34:51.15	34:53.57	22:02.32	バラバラ緊急脱出！
685	-	-	-	22:05.24	グワーッ
686	cover	34:55.47	34:56.93	22:06.70	バギーです
687	cover	34:59.07	35:02.97	22:10.37	お前とシャンクスが同志だなんて\N二度と言うんじゃねえ
688	cover	35:06.19	35:09.15	22:17.29	俺がシャンクスを\Nどう言おうと勝手だろ
689	cover+snap	35:12.64	35:16.18	22:23.80	言え お前とシャンクスとの間に\N何があったんだ
690	cover	35:17.31	35:21.29	22:28.51	クソッ 俺の宝を\Nあんなにしやがって
691	cover	35:24.55	35:26.43	22:35.27	そんなに聞きてえか？
692	cover	35:27.07	35:29.15	22:38.07	あいつは ただ１人
693	cover	35:29.97	35:32.85	22:40.73	絶対に許せねえやつなんだ
694	cover	35:33.57	35:36.82	22:44.36	俺は生涯 あいつを呪ってやる
695	cover	35:37.03	35:39.99	22:48.24	あいつだけは許せねえ
696	-	-	-	24:10.62	覚悟しろ バギー\Nお前をぶっ飛ばす
697	-	-	-	24:13.24	そうよ あいつを倒すのよ
698	-	-	-	24:15.12	シャンクスとの誓いの帽子を\N傷つけたお前だけは
699	-	-	-	24:17.83	絶対に許さねえ
700	-	-	-	24:19.33	さあ 行きなさい ルフィ\N私の宝を守るため
701	-	-	-	24:22.00	あいつをやっつけるのよ
702	-	-	-	24:23.63	あ？ 何かおかしくねえか？
703	-	-	-	24:25.63	やることは 一緒よ\N気にしないで…
704	-	-	-	24:27.92	次回 ワンピース
705	-	-	-	24:29.18	「勝者はどっち？\N悪魔の実の能力対決！」
706	-	-	-	24:32.22	海賊王に 俺はなる！
339	part	17:44.05	17:45.97	-	仲間になってくれ ナミ なっ？
375	part	20:31.37	20:33.61	-	よくも この俺様に…
581	part	29:26.91	29:29.11	-	観光旅行でもするつもりか？
605	part	30:38.89	30:41.24	-	聞かれる前に殺してやるさ
622	part	31:33.59	31:35.27	-	甘いわ ゴムゴム
624	part	31:41.49	31:43.37	-	バラバラ分解しやがって
633	part	32:09.65	32:12.29	-	どうだ 思い知ったか小僧
649	part	33:05.51	33:07.55	-	そんなに大事な帽子なのね
670	part	34:11.51	34:13.05	-	ざれ言 抜かすな
