line	method	op_start	op_end	vtt_start	text
669	cover	25:15.71	25:20.29	17:12.45	人間は なんて\Nもろいんだろうね ゾロ
670	-	-	-	17:19.75	くいなは… あの子は\N負けん気の強い子だった
671	-	-	-	17:25.29	小さい頃から\Nこの道場で練習して―
672	-	-	-	17:29.13	大人をも しのぐ力を\Nつけてきました
673	-	-	-	17:32.68	そのせいか 少々\N天狗にもなってましたが…
674	-	-	-	17:37.93	そんな時に ゾロ\N君が現れたんですよ
675	-	-	-	17:42.98	君には感謝している
676	-	-	-	17:45.86	どんどん強くなる君に\N負けまいと―
677	-	-	-	17:48.78	あの子は さらに\N練習をするようになった
678	-	-	-	17:52.61	男の子である君に\N負けまいとね
679	-	-	-	17:57.53	そして女流剣士の壁を\N破り始めていたんだが…
680	-	-	-	18:03.87	私も人並みに親なんですね
681	-	-	-	18:10.51	今の君を見ていると\N私も切ないです
682	-	-	-	18:16.51	ううっ うう…
683	cover	25:31.77	25:33.10	18:27.23	先生
684	cover	25:34.69	25:38.25	18:30.32	その刀 俺にくれ
685	cover	25:40.97	25:43.10	18:36.12	くいなの刀を？
686	cover	25:44.19	25:47.96	18:39.20	俺は あいつの分も\N強くなるから！
687	cover	25:47.99	25:51.64	18:43.12	天国まで俺の名が届くように\N強くなるから
688	cover	25:52.43	25:55.72	18:47.42	世界一 強い剣豪になるからさ
689	cover	25:57.55	26:00.43	18:52.67	約束したんだ 俺は…
690	cover	26:00.81	26:02.23	18:55.88	俺は…
691	-	-	-	18:58.26	ううっ…
692	cover	26:09.85	26:12.31	19:04.73	ああ いいとも
693	cover	26:16.39	26:21.31	19:12.40	くいなの魂と夢を\N君に頼みます
694	-	-	-	20:00.78	あれから８年ですか
695	-	-	-	20:03.79	いよいよ 旅立つのですね
696	-	-	-	20:06.70	ええ 先生
697	-	-	-	20:09.58	約束を果たすために
698	-	-	-	20:25.18	ゾロ
699	-	-	-	20:30.02	達者でな
700	-	-	-	20:34.69	うん？
701	-	-	-	20:37.36	あれ？ 大ハズレ
702	-	-	-	20:39.65	お前ら 何やってんだ？
703	-	-	-	20:41.41	大砲の練習だよ
704	-	-	-	20:43.37	でも うまく飛ばねえもんだなあ
705	-	-	-	20:45.29	だから 俺にやらせてみろっての
706	-	-	-	20:48.96	ええ 今の飛距離からみて…\Nこれくらいか？
707	-	-	-	20:53.00	ファイヤー！
708	-	-	-	20:55.80	すっげえっ！
709	-	-	-	20:57.34	１発で当たった
710	-	-	-	20:58.97	ほんとに当たった…
711	-	-	-	21:00.51	ハハッ どっ どうだ？
712	-	-	-	21:01.84	俺は狙いに関しちゃ\Nすげえんだよ 恐れ入ったか
713	-	-	-	21:04.39	うんうん
714	-	-	-	21:05.31	お前さ 狙撃手に決まりだな
715	-	-	-	21:07.60	ちょっ… 何だよお\N俺 キャプテンじゃねえのかよ
716	-	-	-	21:10.35	船長は俺だ！
717	-	-	-	21:11.56	フフフフ…
718	-	-	-	21:12.48	ヘヘヘヘッ まあいいや
719	-	-	-	21:14.23	ひとまず そこに\N甘んじてやる
720	-	-	-	21:16.32	だがよ あんまり\Nふがいねえことしたら―
721	-	-	-	21:18.57	即交代だぜ
722	-	-	-	21:19.82	ああ いいよ
723	-	-	-	21:20.82	それよかさ\N俺 考えてたんだけど―
724	-	-	-	21:23.28	偉大なる航路に入る前に―
725	-	-	-	21:24.87	もう１人 必要な\Nポジションがあるよな
726	-	-	-	21:27.04	そうよね　立派なキッチンも\Nあることだし―
727	-	-	-	21:30.00	お金くれれば 私やるけど？
728	-	-	-	21:31.75	長旅には不可欠な要員だな
729	-	-	-	21:33.75	そうだろ？\Nやっぱ海賊船には必要だよな
730	-	-	-	21:37.00	音楽家
731	-	-	-	21:38.34	アホか てめえ！
732	-	-	-	21:39.76	あんた 航海を\N何だと思ってるの！
733	-	-	-	21:42.01	珍しく いいこと\N言うと思ったら…
734	-	-	-	21:44.68	だって海賊は歌うんだぞ
735	-	-	-	21:49.77	出てこい 海賊どもーっ！
736	-	-	-	21:51.89	うん？
737	-	-	-	21:53.89	何だ 何だ？ 誰だ？ お前
738	-	-	-	21:57.23	やかましい！
739	-	-	-	21:59.44	誰だもクソも―
740	-	-	-	22:00.99	あるかーっ！
741	-	-	-	22:01.99	うわあああ！
742	-	-	-	22:03.57	相手 何人だ？
743	-	-	-	22:04.99	ああ？\N１人… かな
744	-	-	-	22:07.24	ああ
745	-	-	-	22:08.04	じゃあ あいつに任せとけ
746	-	-	-	22:10.54	こちとら 海賊の首を\Nいくつも とってきてんだ
747	-	-	-	22:14.04	名もねえ海賊風情が―
748	-	-	-	22:16.08	俺の相棒を殺すなーっ！
749	-	-	-	22:18.55	うん？ この声…
750	-	-	-	22:20.05	相棒って何のことだよ
751	-	-	-	22:21.80	何だか知らねえけど―
752	-	-	-	22:23.76	俺たちの船を\N壊すんじゃねえ！
753	-	-	-	22:25.97	うわああーっ！
754	-	-	-	22:28.35	かっ… 紙一重か…
755	-	-	-	22:33.52	何なんだ？
756	-	-	-	22:34.98	ああ…
757	-	-	-	22:35.94	おい お前\Nひょっとしてジョニーか？
758	-	-	-	22:39.23	誰だ？ 人の名を\N気安く呼ぶやつは！
759	-	-	-	22:44.65	ゾ… ゾロの兄貴！
760	-	-	-	22:46.74	やっぱりジョニーか
761	-	-	-	22:48.24	何で兄貴がここに？
762	-	-	-	22:49.70	ヨサクは？ 一緒じゃねえのか？
763	-	-	-	22:51.62	何だ 何だ？
764	-	-	-	22:53.58	おめえたち 知り合いか？
765	-	-	-	24:11.37	やっぱりコックが必要だな
766	-	-	-	24:12.70	海上レストランってとこが\Nあるんだって
767	-	-	-	24:14.66	うわーっ！ 海軍の船から砲弾が
768	-	-	-	24:16.91	よし 任せろ
769	-	-	-	24:17.79	そっちはレストランだ バカ！
770	-	-	-	24:19.17	謝ってくる
771	-	-	-	24:20.50	遅えな
772	-	-	-	24:21.71	飯 食いがてら 見に行こうぜ
773	-	-	-	24:23.25	何だ ケンカか？
774	-	-	-	24:24.09	何だ あいつ？
775	-	-	-	24:25.55	次回 ワンピース
776	-	-	-	24:27.09	「名物コック！\N海上レストランのサンジ」
777	-	-	-	24:30.22	海賊王に 俺はなる！
19	part	00:41.39	00:43.49	-	人間の姿をした魔獣だと
88	part	06:14.19	06:15.61	-	ダメッ
126	part	07:54.07	07:56.37	-	それまで生きていられたらねえ
200	part	10:19.43	10:21.52	-	おい 早く酒 持ってこい
332	part	16:00.31	16:01.37	-	止まった！
344	part	16:31.67	16:32.70	-	ヘルメッポ様！
410	part	23:36.31	23:36.87	-	お前！
415	part	27:10.85	27:11.85	-	俺は強いって
